wavelength_(um),star_planet_signal_(erg/s/cm2),noise_(erg/s/cm2),stellar_signal_(erg/s/cm2),planet_signal_(erg/s/cm2)
0.2,1.07248e-23,2.75242e-19,1.07248e-23,3.75521e-29
0.2001052632,1.00886e-23,2.74822e-19,1.00885e-23,3.59799e-29
0.2002105817,1.71378e-23,2.74403e-19,1.71377e-23,5.28589e-29
0.2003159557,1.21003e-23,2.73984e-19,1.21003e-23,2.61343e-29
0.2004213852,1.06292e-23,2.73566e-19,1.06292e-23,4.36421e-30
0.2005268701,1.56287e-23,2.73149e-19,1.56287e-23,4.38261e-30
0.2006324106,1.13314e-23,2.72732e-19,1.13314e-23,4.43063e-30
0.2007380066,9.16893e-24,2.72316e-19,9.16892e-24,3.65264e-30
0.2008436581,1.2765e-23,2.71901e-19,1.2765e-23,4.81045e-30
0.2009493653,1.21348e-23,2.71487e-19,1.21348e-23,5.08703e-30
0.2010551282,1.40422e-23,2.71074e-19,1.40422e-23,7.09667e-30
0.2011609466,9.38381e-24,2.70661e-19,9.3838e-24,7.88068e-30
0.2012668208,1.67017e-23,2.70249e-19,1.67017e-23,1.35814e-29
0.2013727507,1.17186e-23,2.69838e-19,1.17185e-23,1.31042e-29
0.2014787364,1.39954e-23,2.69428e-19,1.39953e-23,1.75329e-29
0.2015847778,1.4919e-23,2.69018e-19,1.4919e-23,2.43711e-29
0.2016908751,1.51378e-23,2.68609e-19,1.51378e-23,2.62576e-29
0.2017970282,1.16157e-23,2.68201e-19,1.16157e-23,1.56777e-29
0.2019032371,1.5487e-23,2.67794e-19,1.5487e-23,1.3407e-29
0.202009502,1.48827e-23,2.67387e-19,1.48826e-23,1.26841e-29
0.2021158228,1.19776e-23,2.66981e-19,1.19776e-23,5.63865e-30
0.2022221995,9.90536e-24,2.66576e-19,9.90536e-24,4.16724e-30
0.2023286323,1.04064e-23,2.66171e-19,1.04064e-23,8.60704e-30
0.202435121,1.26291e-23,2.65768e-19,1.26291e-23,1.43646e-29
0.2025416658,1.19051e-23,2.65365e-19,1.19051e-23,1.73725e-29
0.2026482667,5.22659e-24,2.64962e-19,5.22658e-24,1.38121e-29
0.2027549237,1.32866e-23,2.64561e-19,1.32866e-23,2.53119e-29
0.2028616368,1.16902e-23,2.6416e-19,1.16902e-23,3.01234e-29
0.2029684061,1.12507e-23,2.6376e-19,1.12507e-23,3.61324e-29
0.2030752316,1.48984e-23,2.63361e-19,1.48983e-23,5.86822e-29
0.2031821133,1.80337e-23,2.62962e-19,1.80336e-23,8.0471e-29
0.2032890512,1.74023e-23,2.62565e-19,1.74022e-23,8.99668e-29
0.2033960455,1.1234e-23,2.62167e-19,1.12339e-23,4.4355e-29
