wavelength_(um),star_planet_signal_(erg/s/cm2),noise_(erg/s/cm2),stellar_signal_(erg/s/cm2),planet_signal_(erg/s/cm2)
0.2,1.9782e-23,2.43839e-19,1.97819e-23,9.55345e-29
0.2001052632,1.86032e-23,2.43467e-19,1.86032e-23,5.24013e-29
0.2002105817,3.15932e-23,2.43096e-19,3.15931e-23,7.08744e-29
0.2003159557,2.23006e-23,2.42724e-19,2.23005e-23,3.76408e-29
0.2004213852,1.95839e-23,2.42354e-19,1.95839e-23,1.18006e-29
0.2005268701,2.87873e-23,2.41985e-19,2.87873e-23,9.51035e-30
0.2006324106,2.08661e-23,2.41616e-19,2.08661e-23,5.70885e-30
0.2007380066,1.68794e-23,2.41247e-19,1.68794e-23,3.19855e-30
0.2008436581,2.3493e-23,2.4088e-19,2.3493e-23,3.20358e-30
0.2009493653,2.2327e-23,2.40513e-19,2.2327e-23,2.90393e-30
0.2010551282,2.58294e-23,2.40147e-19,2.58294e-23,3.55326e-30
0.2011609466,1.72559e-23,2.39781e-19,1.72559e-23,3.89789e-30
0.2012668208,3.07045e-23,2.39416e-19,3.07045e-23,7.21173e-30
0.2013727507,2.15375e-23,2.39052e-19,2.15375e-23,7.98176e-30
0.2014787364,2.57149e-23,2.38688e-19,2.57149e-23,1.23068e-29
0.2015847778,2.74044e-23,2.38325e-19,2.74044e-23,1.85206e-29
0.2016908751,2.77987e-23,2.37963e-19,2.77987e-23,2.35299e-29
0.2017970282,2.13249e-23,2.37602e-19,2.13249e-23,2.11637e-29
0.2019032371,2.84244e-23,2.37241e-19,2.84244e-23,2.59947e-29
0.202009502,2.73077e-23,2.3688e-19,2.73077e-23,2.81388e-29
0.2021158228,2.19714e-23,2.36521e-19,2.19713e-23,1.95633e-29
0.2022221995,1.81651e-23,2.36162e-19,1.81651e-23,1.67744e-29
0.2023286323,1.90788e-23,2.35803e-19,1.90787e-23,2.70084e-29
0.202435121,2.31473e-23,2.35446e-19,2.31473e-23,4.04796e-29
0.2025416658,2.18145e-23,2.35089e-19,2.18144e-23,4.58852e-29
0.2026482667,9.57438e-24,2.34732e-19,9.57434e-24,3.58638e-29
0.2027549237,2.43326e-23,2.34377e-19,2.43325e-23,6.50716e-29
0.2028616368,2.14031e-23,2.34022e-19,2.14031e-23,7.31523e-29
0.2029684061,2.05928e-23,2.33667e-19,2.05928e-23,8.29122e-29
