wavelength_(um),star_planet_signal_(erg/s/cm2),noise_(erg/s/cm2),stellar_signal_(erg/s/cm2),planet_signal_(erg/s/cm2)
0.2,1.931e-22,9.96732e-20,1.931e-22,2.92117e-28
0.2001052632,1.93831e-22,9.9521e-20,1.93831e-22,2.36119e-28
0.2002105817,1.94667e-22,9.93691e-20,1.94666e-22,2.26237e-28
0.2003159557,1.95505e-22,9.92175e-20,1.95505e-22,1.17099e-28
0.2004213852,1.96346e-22,9.90662e-20,1.96346e-22,9.58311e-30
0.2005268701,1.97191e-22,9.89151e-20,1.97191e-22,5.44378e-30
0.2006324106,1.98038e-22,9.87643e-20,1.98038e-22,6.50269e-30
0.2007380066,1.98888e-22,9.86138e-20,1.98888e-22,5.14499e-30
0.2008436581,1.99742e-22,9.84636e-20,1.99742e-22,4.94517e-30
0.2009493653,2.00598e-22,9.83136e-20,2.00598e-22,4.99172e-30
0.2010551282,2.01457e-22,9.81639e-20,2.01457e-22,7.50237e-30
0.2011609466,2.0232e-22,9.80145e-20,2.0232e-22,1.26304e-29
0.2012668208,2.03185e-22,9.78653e-20,2.03185e-22,1.85784e-29
0.2013727507,2.04053e-22,9.77165e-20,2.04053e-22,2.72605e-29
0.2014787364,2.04925e-22,9.75679e-20,2.04925e-22,4.11037e-29
0.2015847778,2.05799e-22,9.74196e-20,2.05799e-22,6.56888e-29
0.2016908751,2.06677e-22,9.72715e-20,2.06676e-22,8.15253e-29
0.2017970282,2.07557e-22,9.71237e-20,2.07557e-22,5.37936e-29
0.2019032371,2.08441e-22,9.69762e-20,2.0844e-22,3.86512e-29
0.202009502,2.09327e-22,9.6829e-20,2.09327e-22,3.92417e-29
0.2021158228,2.10217e-22,9.6682e-20,2.10217e-22,1.68109e-29
0.2022221995,2.1111e-22,9.65353e-20,2.1111e-22,1.46907e-29
0.2023286323,2.12005e-22,9.63888e-20,2.12005e-22,4.10518e-29
0.202435121,2.12904e-22,9.62427e-20,2.12904e-22,7.13412e-29
0.2025416658,2.13806e-22,9.60968e-20,2.13806e-22,1.0872e-28
0.2026482667,2.14712e-22,9.59511e-20,2.14711e-22,1.36663e-28
0.2027549237,2.1562e-22,9.58057e-20,2.1562e-22,1.64228e-28
0.2028616368,2.16531e-22,9.56606e-20,2.16531e-22,2.18846e-28
0.2029684061,2.17446e-22,9.55158e-20,2.17445e-22,2.85008e-28
0.2030752316,2.18363e-22,9.53712e-20,2.18363e-22,3.78174e-28
0.2031821133,2.19284e-22,9.52269e-20,2.19284e-22,4.47475e-28
0.2032890512,2.20208e-22,9.50828e-20,2.20208e-22,5.22561e-28
0.2033960455,2.21135e-22,9.4939e-20,2.21135e-22,3.38136e-28
0.203503096,2.22065e-22,9.47955e-20,2.22065e-22,5.07934e-29
0.2036102029,2.22999e-22,9.46522e-20,2.22999e-22,1.59161e-29
0.2037173662,2.23935e-22,9.45092e-20,2.23935e-22,3.92977e-29
0.2038245858,2.24875e-22,9.43664e-20,2.24875e-22,6.22967e-29
0.2039318619,2.25818e-22,9.42239e-20,2.25818e-22,9.80166e-29
0.2040391945,2.26764e-22,9.40817e-20,2.26764e-22,1.1207e-28
0.2041465835,2.27714e-22,9.39397e-20,2.27713e-22,1.34992e-28
0.2042540291,2.28666e-22,9.37979e-20,2.28666e-22,1.28012e-28
0.2043615312,2.29622e-22,9.36565e-20,2.29622e-22,8.99345e-29
0.2044690899,2.30581e-22,9.35152e-20,2.30581e-22,5.7684e-29
0.2045767052,2.31543e-22,9.33743e-20,2.31543e-22,4.83014e-29
0.2046843772,2.32509e-22,9.32336e-20,2.32509e-22,4.99202e-29
0.2047921058,2.33478e-22,9.30931e-20,2.33478e-22,5.07505e-29
0.2048998911,2.3445e-22,9.29529e-20,2.3445e-22,3.43368e-29
0.2050077332,2.35425e-22,9.2813e-20,2.35425e-22,1.49074e-29
0.205115632,2.36404e-22,9.26733e-20,2.36404e-22,1.22902e-29
0.2052235876,2.37386e-22,9.25338e-20,2.37386e-22,9.79697e-30
0.2053316,2.38371e-22,9.23946e-20,2.38371e-22,1.41648e-29
0.2054396693,2.3936e-22,9.22557e-20,2.3936e-22,3.96116e-29
0.2055477954,2.40351e-22,9.2117e-20,2.40351e-22,8.01558e-29
0.2056559784,2.41347e-22,9.19785e-20,2.41347e-22,1.24939e-28
0.2057642184,2.42345e-22,9.18403e-20,2.42345e-22,1.91515e-28
0.2058725154,2.43347e-22,9.17024e-20,2.43347e-22,2.30025e-28
0.2059808694,2.44352e-22,9.15647e-20,2.44352e-22,2.7585e-28
0.2060892803,2.45361e-22,9.14272e-20,2.45361e-22,3.78105e-28
0.2061977484,2.46373e-22,9.129e-20,2.46372e-22,4.94664e-28
0.2063062735,2.47388e-22,9.11531e-20,2.47388e-22,5.81082e-28
0.2064148558,2.48407e-22,9.10163e-20,2.48406e-22,6.88138e-28
0.2065234952,2.49429e-22,9.08799e-20,2.49428e-22,5.33556e-28
0.2066321917,2.50454e-22,9.07436e-20,2.50454e-22,1.13018e-28
0.2067409455,2.51482e-22,9.06077e-20,2.51482e-22,3.75596e-29
0.2068497565,2.52515e-22,9.04719e-20,2.52514e-22,3.88767e-29
0.2069586248,2.5355e-22,9.03364e-20,2.5355e-22,8.29245e-29
0.2070675504,2.54589e-22,9.02012e-20,2.54589e-22,1.2432e-28
0.2071765333,2.55632e-22,9.00662e-20,2.55631e-22,1.83599e-28
0.2072855736,2.56678e-22,8.99314e-20,2.56677e-22,2.54393e-28
0.2073946713,2.57727e-22,8.97969e-20,2.57727e-22,3.38781e-28
0.2075038264,2.5878e-22,8.96626e-20,2.58779e-22,4.53998e-28
0.2076130389,2.59836e-22,8.95285e-20,2.59835e-22,5.74167e-28
0.2077223089,2.60896e-22,8.93947e-20,2.60895e-22,7.09805e-28
0.2078316365,2.61959e-22,8.92611e-20,2.61958e-22,7.57864e-28
0.2079410216,2.63026e-22,8.91278e-20,2.63025e-22,7.67223e-28
0.2080504642,2.64096e-22,8.89947e-20,2.64095e-22,7.85394e-28
0.2081599644,2.65169e-22,8.88618e-20,2.65169e-22,4.32306e-28
