wavelength_(um),star_planet_signal_(erg/s/cm2),noise_(erg/s/cm2),stellar_signal_(erg/s/cm2),planet_signal_(erg/s/cm2)
0.2,1.44318e-26,1.05238e-19,1.44306e-26,1.24388e-30
0.2001052632,1.48262e-26,1.05078e-19,1.48251e-26,1.14746e-30
0.2002105817,1.82395e-26,1.04917e-19,1.82382e-26,1.30185e-30
0.2003159557,1.55756e-26,1.04757e-19,1.55748e-26,7.8786e-31
0.2004213852,1.48032e-26,1.04597e-19,1.48029e-26,2.50759e-31
0.2005268701,1.86299e-26,1.04438e-19,1.86297e-26,2.32498e-31
0.2006324106,1.35012e-26,1.04278e-19,1.3501e-26,2.017e-31
0.2007380066,1.34653e-26,1.0412e-19,1.34651e-26,1.81057e-31
0.2008436581,1.7209e-26,1.03961e-19,1.72088e-26,2.123e-31
0.2009493653,1.50996e-26,1.03803e-19,1.50994e-26,1.99712e-31
0.2010551282,1.7483e-26,1.03644e-19,1.74827e-26,2.53823e-31
0.2011609466,1.51873e-26,1.03487e-19,1.5187e-26,2.95782e-31
0.2012668208,2.02443e-26,1.03329e-19,2.02439e-26,4.13054e-31
0.2013727507,1.62234e-26,1.03172e-19,1.6223e-26,4.18708e-31
0.2014787364,1.77169e-26,1.03015e-19,1.77164e-26,5.18731e-31
0.2015847778,1.83185e-26,1.02858e-19,1.83179e-26,6.63978e-31
0.2016908751,1.77709e-26,1.02702e-19,1.77702e-26,7.18049e-31
0.2017970282,1.742e-26,1.02546e-19,1.74194e-26,5.76833e-31
0.2019032371,1.91697e-26,1.0239e-19,1.91692e-26,5.23797e-31
0.202009502,1.85827e-26,1.02235e-19,1.85822e-26,5.09124e-31
0.2021158228,1.61706e-26,1.0208e-19,1.61703e-26,3.12938e-31
0.2022221995,1.48427e-26,1.01925e-19,1.48424e-26,2.69915e-31
0.2023286323,1.54421e-26,1.0177e-19,1.54417e-26,4.33678e-31
0.202435121,1.70843e-26,1.01616e-19,1.70837e-26,6.04348e-31
0.2025416658,1.54394e-26,1.01462e-19,1.54387e-26,6.50589e-31
0.2026482667,6.45614e-27,1.01308e-19,6.45565e-27,4.86639e-31
0.2027549237,1.71633e-26,1.01154e-19,1.71624e-26,8.92167e-31
0.2028616368,1.65821e-26,1.01001e-19,1.6581e-26,1.10201e-30
0.2029684061,1.73662e-26,1.00848e-19,1.73649e-26,1.35495e-30
0.2030752316,2.0233e-26,1.00695e-19,2.02311e-26,1.86705e-30
0.2031821133,2.12641e-26,1.00543e-19,2.12619e-26,2.22667e-30
0.2032890512,2.24349e-26,1.00391e-19,2.24324e-26,2.54155e-30
0.2033960455,1.59405e-26,1.00239e-19,1.5939e-26,1.46509e-30
0.203503096,2.04652e-26,1.00088e-19,2.04647e-26,5.23646e-31
0.2036102029,2.20068e-26,9.99362e-20,2.20064e-26,3.87937e-31
0.2037173662,2.16905e-26,9.97852e-20,2.16899e-26,5.6947e-31
0.2038245858,2.20763e-26,9.96344e-20,2.20756e-26,6.79998e-31
0.2039318619,1.79513e-26,9.9484e-20,1.79506e-26,7.54438e-31
0.2040391945,2.05562e-26,9.93338e-20,2.05554e-26,8.78934e-31
0.2041465835,2.08473e-26,9.91838e-20,2.08463e-26,1.01282e-30
0.2042540291,2.40372e-26,9.90342e-20,2.40362e-26,1.09916e-30
0.2043615312,2.21008e-26,9.88848e-20,2.20999e-26,8.79515e-31
0.2044690899,2.30336e-26,9.87356e-20,2.30329e-26,7.28348e-31
0.2045767052,2.3667e-26,9.85868e-20,2.36663e-26,6.93225e-31
0.2046843772,2.54021e-26,9.84382e-20,2.54014e-26,7.33711e-31
0.2047921058,2.38241e-26,9.82899e-20,2.38234e-26,7.09624e-31
0.2048998911,2.27059e-26,9.81418e-20,2.27053e-26,5.64145e-31
0.2050077332,2.25568e-26,9.7994e-20,2.25564e-26,3.92935e-31
0.205115632,2.36463e-26,9.78465e-20,2.3646e-26,3.75081e-31
0.2052235876,2.43549e-26,9.76993e-20,2.43546e-26,3.4933e-31
0.2053316,2.40183e-26,9.75523e-20,2.40179e-26,3.98355e-31
0.2054396693,2.54428e-26,9.74055e-20,2.54422e-26,6.39425e-31
0.2055477954,2.56857e-26,9.72591e-20,2.56848e-26,8.84957e-31
0.2056559784,2.37367e-26,9.71129e-20,2.37356e-26,1.06708e-30
0.2057642184,2.69248e-26,9.6967e-20,2.69233e-26,1.46131e-30
0.2058725154,2.44564e-26,9.68213e-20,2.44549e-26,1.5665e-30
0.2059808694,2.71732e-26,9.66759e-20,2.71713e-26,1.82743e-30
0.2060892803,2.37179e-26,9.65307e-20,2.37158e-26,2.05325e-30
0.2061977484,2.48613e-26,9.63858e-20,2.48587e-26,2.51887e-30
0.2063062735,2.55846e-26,9.62412e-20,2.55817e-26,2.91628e-30
0.2064148558,2.70722e-26,9.60968e-20,2.70687e-26,3.4249e-30
0.2065234952,2.60103e-26,9.59527e-20,2.60076e-26,2.73265e-30
0.2066321917,2.31692e-26,9.58089e-20,2.31683e-26,9.53631e-31
0.2067409455,2.74355e-26,9.56653e-20,2.74349e-26,5.98611e-31
0.2068497565,2.66414e-26,9.55219e-20,2.66408e-26,6.26873e-31
0.2069586248,2.55905e-26,9.53788e-20,2.55896e-26,8.80732e-31
0.2070675504,2.84998e-26,9.5236e-20,2.84987e-26,1.18103e-30
0.2071765333,3.10225e-26,9.50934e-20,3.10209e-26,1.57064e-30
0.2072855736,2.86704e-26,9.49511e-20,2.86686e-26,1.82082e-30
0.2073946713,3.01111e-26,9.48091e-20,3.01089e-26,2.23855e-30
0.2075038264,2.95448e-26,9.46672e-20,2.95421e-26,2.72424e-30
0.2076130389,3.22619e-26,9.45257e-20,3.22585e-26,3.42444e-30
0.2077223089,3.23932e-26,9.43844e-20,3.23892e-26,4.03544e-30
0.2078316365,3.05688e-26,9.42433e-20,3.05646e-26,4.13842e-30
0.2079410216,3.61525e-26,9.41025e-20,3.61479e-26,4.61537e-30
0.2080504642,3.37596e-26,9.3962e-20,3.3755e-26,4.5893e-30
0.2081599644,3.35243e-26,9.38217e-20,3.35214e-26,2.93363e-30
0.2082695223,3.54052e-26,9.36816e-20,3.54043e-26,9.1641e-31
0.2083791379,3.63629e-26,9.35418e-20,3.63623e-26,5.69137e-31
0.2084888111,2.79346e-26,9.34023e-20,2.7934e-26,6.65062e-31
0.208598542,3.59546e-26,9.3263e-20,3.59538e-26,8.19829e-31
0.2087083307,4.28101e-26,9.31239e-20,4.28091e-26,9.48089e-31
0.2088181772,3.53487e-26,9.29851e-20,3.53477e-26,1.03665e-30
0.2089280815,4.03648e-26,9.28465e-20,4.03633e-26,1.46898e-30
0.2090380437,4.61489e-26,9.27082e-20,4.61468e-26,2.07407e-30
0.2091480637,4.10099e-26,9.25701e-20,4.10076e-26,2.38795e-30
0.2092581416,4.2864e-26,9.24323e-20,4.28609e-26,3.07914e-30
0.2093682775,5.08839e-26,9.22947e-20,5.08798e-26,4.09725e-30
0.2094784713,3.98525e-26,9.21574e-20,3.9848e-26,4.44811e-30
0.2095887232,5.08622e-26,9.20203e-20,5.08555e-26,6.75936e-30
0.209699033,5.3833e-26,9.18834e-20,5.38244e-26,8.57633e-30
0.2098094009,7.51398e-26,9.17468e-20,7.51305e-26,9.2918e-30
0.2099198269,5.57498e-26,9.16104e-20,5.57467e-26,3.09049e-30
0.210030311,5.44282e-26,9.14743e-20,5.44258e-26,2.42637e-30
0.2101408533,5.66103e-26,9.13384e-20,5.66083e-26,2.03864e-30
0.2102514538,9.64506e-26,9.12027e-20,9.64478e-26,2.84279e-30
0.2103621124,5.78575e-26,9.10673e-20,5.78546e-26,2.96613e-30
0.2104728293,8.18231e-26,9.09321e-20,8.18182e-26,4.91128e-30
0.2105836045,1.01469e-25,9.07972e-20,1.01462e-25,6.41369e-30
0.210694438,4.6728e-26,9.06625e-20,4.6723e-26,4.9399e-30
0.2108053298,8.53744e-26,9.0528e-20,8.53668e-26,7.60402e-30
0.21091628,3.72763e-26,9.03938e-20,3.72705e-26,5.83821e-30
0.2110272885,7.11699e-26,9.02598e-20,7.11601e-26,9.73076e-30
0.2111383555,8.05702e-26,9.01261e-20,8.05553e-26,1.49302e-29
0.211249481,1.13208e-25,8.99926e-20,1.13186e-25,2.18814e-29
0.2113606649,7.48192e-26,8.98593e-20,7.48013e-26,1.7919e-29
0.2114719074,7.20354e-26,8.97262e-20,7.20204e-26,1.49995e-29
0.2115832084,5.94243e-26,8.95934e-20,5.94175e-26,6.82694e-30
0.2116945679,9.13369e-26,8.94608e-20,9.13334e-26,3.49607e-30
0.2118059861,1.08207e-25,8.93285e-20,1.08203e-25,4.0983e-30
0.211917463,7.53576e-26,8.91964e-20,7.53536e-26,4.03363e-30
0.2120289985,1.04345e-25,8.90645e-20,1.0434e-25,5.30649e-30
0.2121405927,1.00573e-25,8.89328e-20,1.00567e-25,5.13908e-30
0.2122522456,8.17285e-26,8.88014e-20,8.17241e-26,4.35586e-30
0.2123639573,5.8035e-26,8.86702e-20,5.80313e-26,3.71457e-30
0.2124757278,3.34538e-26,8.85392e-20,3.34509e-26,2.91758e-30
0.2125875572,7.2261e-26,8.84085e-20,7.22557e-26,5.27331e-30
0.2126994454,9.18918e-26,8.8278e-20,9.1885e-26,6.79938e-30
0.2128113924,8.52598e-26,8.81477e-20,8.52518e-26,7.99893e-30
0.2129233984,1.02299e-25,8.80177e-20,1.02288e-25,1.12479e-29
0.2130354634,7.7245e-26,8.78879e-20,7.72333e-26,1.16917e-29
0.2131475873,1.06872e-25,8.77583e-20,1.06858e-25,1.31801e-29
0.2132597703,9.3535e-26,8.76289e-20,9.35274e-26,7.56926e-30
0.2133720122,1.15784e-25,8.74998e-20,1.15777e-25,6.39324e-30
0.2134843133,8.88662e-26,8.73708e-20,8.88616e-26,4.61709e-30
0.2135966735,9.40699e-26,8.72421e-20,9.40647e-26,5.17769e-30
0.2137090928,1.11202e-25,8.71137e-20,1.11195e-25,7.16702e-30
0.2138215712,1.18041e-25,8.69854e-20,1.18032e-25,8.71553e-30
0.2139341089,7.99227e-26,8.68574e-20,7.99147e-26,8.0093e-30
0.2140467058,7.69215e-26,8.67296e-20,7.69134e-26,8.08308e-30
0.214159362,1.22784e-25,8.6602e-20,1.22773e-25,1.10969e-29
0.2142720774,1.08444e-25,8.64747e-20,1.08432e-25,1.24764e-29
0.2143848522,1.41877e-25,8.63476e-20,1.41858e-25,1.91467e-29
0.2144976863,1.15254e-25,8.62206e-20,1.15234e-25,2.04583e-29
0.2146105798,1.0034e-25,8.6094e-20,1.00321e-25,1.92939e-29
0.2147235328,9.78454e-26,8.59675e-20,9.78257e-26,1.97584e-29
0.2148365452,9.27723e-26,8.58412e-20,9.27511e-26,2.11893e-29
0.214949617,9.24202e-26,8.57152e-20,9.2403e-26,1.71932e-29
0.2150627484,1.02735e-25,8.55804e-20,1.02726e-25,8.98072e-30
0.2151759393,7.12011e-26,8.54388e-20,7.11963e-26,4.80516e-30
0.2152891898,1.12409e-25,8.52974e-20,1.12402e-25,6.80333e-30
0.2154024999,1.23172e-25,8.51563e-20,1.23161e-25,1.04889e-29
0.2155158697,1.21697e-25,8.50155e-20,1.21684e-25,1.30308e-29
0.2156292991,1.12624e-25,8.4875e-20,1.12611e-25,1.28473e-29
0.2157427882,1.14717e-25,8.47348e-20,1.14703e-25,1.34067e-29
0.215856337,8.73877e-26,8.45949e-20,8.7375e-26,1.26057e-29
0.2159699456,7.99212e-26,8.44553e-20,7.99076e-26,1.36874e-29
0.216083614,1.25915e-25,8.43159e-20,1.25894e-25,2.07971e-29
0.2161973422,9.84303e-26,8.41769e-20,9.84126e-26,1.77314e-29
0.2163111303,1.31432e-25,8.40381e-20,1.31413e-25,1.96536e-29
0.2164249783,9.94724e-26,8.38996e-20,9.94556e-26,1.67315e-29
0.2165388861,1.0157e-25,8.37614e-20,1.01552e-25,1.81302e-29
0.216652854,9.21981e-26,8.36235e-20,9.21839e-26,1.42214e-29
0.2167668818,5.76431e-26,8.34858e-20,5.7637e-26,6.19014e-30
0.2168809696,8.93157e-26,8.33485e-20,8.931e-26,5.70334e-30
0.2169951175,1.11475e-25,8.32114e-20,1.11468e-25,6.70722e-30
0.2171093255,1.31838e-25,8.30746e-20,1.3183e-25,8.20358e-30
0.2172235935,1.07178e-25,8.29381e-20,1.07169e-25,8.68931e-30
0.2173379217,1.07002e-25,8.28019e-20,1.06992e-25,1.06606e-29
0.2174523101,1.05432e-25,8.26659e-20,1.05418e-25,1.40479e-29
0.2175667587,1.1693e-25,8.25302e-20,1.16911e-25,1.83928e-29
0.2176812675,1.34543e-25,8.23948e-20,1.34522e-25,2.13818e-29
0.2177958366,7.82523e-26,8.22597e-20,7.82372e-26,1.51194e-29
0.217910466,6.90246e-26,8.21249e-20,6.90094e-26,1.52005e-29
0.2180251557,1.0689e-25,8.19903e-20,1.0687e-25,2.05531e-29
0.2181399058,1.37252e-25,8.1856e-20,1.37225e-25,2.68413e-29
0.2182547163,1.43815e-25,8.1722e-20,1.43783e-25,3.20739e-29
0.2183695872,1.46029e-25,8.15882e-20,1.45993e-25,3.57607e-29
0.2184845185,1.1447e-25,8.14547e-20,1.14444e-25,2.5835e-29
0.2185995104,1.33848e-25,8.13215e-20,1.33832e-25,1.64472e-29
0.2187145628,8.40882e-26,8.11886e-20,8.40811e-26,7.00674e-30
0.2188296757,1.19153e-25,8.10559e-20,1.19144e-25,9.09712e-30
0.2189448492,1.52157e-25,8.09235e-20,1.52143e-25,1.38245e-29
