wavelength_(um),star_planet_signal_(erg/s/cm2),noise_(erg/s/cm2),stellar_signal_(erg/s/cm2),planet_signal_(erg/s/cm2)
0.2,4.94377e-21,1.34452e-19,4.94377e-21,2.4415e-27
0.2001052632,4.95752e-21,1.34247e-19,4.95752e-21,1.66859e-27
0.2002105817,4.97392e-21,1.34043e-19,4.97392e-21,1.55473e-27
0.2003159557,4.99036e-21,1.33839e-19,4.99036e-21,1.01152e-27
0.2004213852,5.00683e-21,1.33635e-19,5.00683e-21,3.25218e-28
0.2005268701,5.02335e-21,1.33431e-19,5.02335e-21,2.15774e-28
0.2006324106,5.03991e-21,1.33228e-19,5.03991e-21,1.86286e-28
0.2007380066,5.05651e-21,1.33026e-19,5.05651e-21,1.40517e-28
0.2008436581,5.07314e-21,1.32823e-19,5.07314e-21,1.22376e-28
0.2009493653,5.08982e-21,1.32622e-19,5.08982e-21,1.14972e-28
0.2010551282,5.10654e-21,1.3242e-19,5.10654e-21,1.34133e-28
0.2011609466,5.1233e-21,1.32219e-19,5.1233e-21,1.76445e-28
0.2012668208,5.1401e-21,1.32018e-19,5.1401e-21,2.24886e-28
0.2013727507,5.15694e-21,1.31818e-19,5.15694e-21,2.95241e-28
0.2014787364,5.17382e-21,1.31618e-19,5.17382e-21,3.95201e-28
0.2015847778,5.19074e-21,1.31418e-19,5.19074e-21,5.40802e-28
0.2016908751,5.2077e-21,1.31219e-19,5.2077e-21,6.64314e-28
0.2017970282,5.22471e-21,1.3102e-19,5.2247e-21,6.16506e-28
0.2019032371,5.24175e-21,1.30821e-19,5.24175e-21,5.95403e-28
0.202009502,5.25883e-21,1.30623e-19,5.25883e-21,6.38077e-28
0.2021158228,5.27596e-21,1.30425e-19,5.27596e-21,4.8377e-28
0.2022221995,5.29312e-21,1.30228e-19,5.29312e-21,4.74258e-28
0.2023286323,5.31033e-21,1.3003e-19,5.31033e-21,7.58339e-28
0.202435121,5.32758e-21,1.29834e-19,5.32758e-21,1.00826e-27
0.2025416658,5.34487e-21,1.29637e-19,5.34486e-21,1.27583e-27
0.2026482667,5.3622e-21,1.29441e-19,5.36219e-21,1.46724e-27
0.2027549237,5.37957e-21,1.29245e-19,5.37956e-21,1.65174e-27
0.2028616368,5.39698e-21,1.2905e-19,5.39698e-21,1.96107e-27
0.2029684061,5.41443e-21,1.28855e-19,5.41443e-21,2.31388e-27
0.2030752316,5.43193e-21,1.2866e-19,5.43192e-21,2.75729e-27
0.2031821133,5.44946e-21,1.28466e-19,5.44946e-21,3.04744e-27
0.2032890512,5.46704e-21,1.28272e-19,5.46703e-21,3.30852e-27
0.2033960455,5.48466e-21,1.28079e-19,5.48465e-21,2.52438e-27
0.203503096,5.50231e-21,1.27886e-19,5.50231e-21,8.38588e-28
0.2036102029,5.52001e-21,1.27693e-19,5.52001e-21,5.61064e-28
0.2037173662,5.53776e-21,1.275e-19,5.53775e-21,8.26629e-28
0.2038245858,5.55554e-21,1.27308e-19,5.55554e-21,1.00014e-27
0.2039318619,5.57336e-21,1.27116e-19,5.57336e-21,1.22627e-27
0.2040391945,5.59123e-21,1.26925e-19,5.59123e-21,1.24732e-27
0.2041465835,5.60914e-21,1.26734e-19,5.60914e-21,1.25511e-27
0.2042540291,5.62709e-21,1.26543e-19,5.62709e-21,1.04439e-27
0.2043615312,5.64508e-21,1.26352e-19,5.64508e-21,7.03398e-28
0.2044690899,5.66311e-21,1.26162e-19,5.66311e-21,4.58102e-28
0.2045767052,5.68119e-21,1.25973e-19,5.68119e-21,3.98404e-28
0.2046843772,5.69931e-21,1.25783e-19,5.69931e-21,3.95034e-28
0.2047921058,5.71747e-21,1.25594e-19,5.71747e-21,3.79286e-28
0.2048998911,5.73567e-21,1.25405e-19,5.73567e-21,3.31721e-28
0.2050077332,5.75391e-21,1.25217e-19,5.75391e-21,2.72934e-28
0.205115632,5.77219e-21,1.25029e-19,5.77219e-21,2.80479e-28
0.2052235876,5.79052e-21,1.24841e-19,5.79052e-21,2.88288e-28
0.2053316,5.80889e-21,1.24654e-19,5.80889e-21,3.66831e-28
0.2054396693,5.8273e-21,1.24467e-19,5.8273e-21,6.05497e-28
0.2055477954,5.84576e-21,1.2428e-19,5.84575e-21,8.91731e-28
0.2056559784,5.86425e-21,1.24094e-19,5.86425e-21,1.18294e-27
0.2057642184,5.88279e-21,1.23908e-19,5.88279e-21,1.56522e-27
0.2058725154,5.90137e-21,1.23722e-19,5.90137e-21,1.81801e-27
0.2059808694,5.91999e-21,1.23537e-19,5.91999e-21,2.09824e-27
0.2060892803,5.93866e-21,1.23352e-19,5.93866e-21,2.60551e-27
0.2061977484,5.95737e-21,1.23167e-19,5.95736e-21,3.16267e-27
0.2063062735,5.97612e-21,1.22983e-19,5.97611e-21,3.59696e-27
0.2064148558,5.99491e-21,1.22799e-19,5.9949e-21,4.11452e-27
0.2065234952,6.01374e-21,1.22615e-19,6.01374e-21,3.56101e-27
0.2066321917,6.03262e-21,1.22432e-19,6.03262e-21,1.48378e-27
0.2067409455,6.05154e-21,1.22249e-19,6.05153e-21,8.399e-28
0.2068497565,6.0705e-21,1.22066e-19,6.0705e-21,8.85295e-28
0.2069586248,6.0895e-21,1.21884e-19,6.0895e-21,1.27687e-27
0.2070675504,6.10855e-21,1.21702e-19,6.10855e-21,1.57221e-27
0.2071765333,6.12764e-21,1.2152e-19,6.12764e-21,1.94162e-27
0.2072855736,6.14678e-21,1.21339e-19,6.14677e-21,2.33292e-27
0.2073946713,6.16595e-21,1.21158e-19,6.16595e-21,2.76116e-27
0.2075038264,6.18517e-21,1.20977e-19,6.18517e-21,3.2882e-27
0.2076130389,6.20443e-21,1.20797e-19,6.20443e-21,3.77117e-27
0.2077223089,6.22374e-21,1.20616e-19,6.22373e-21,4.25317e-27
0.2078316365,6.24309e-21,1.20437e-19,6.24308e-21,4.3196e-27
0.2079410216,6.26248e-21,1.20257e-19,6.26247e-21,4.1497e-27
0.2080504642,6.28191e-21,1.20078e-19,6.28191e-21,3.86772e-27
0.2081599644,6.30138e-21,1.19899e-19,6.30138e-21,2.28975e-27
0.2082695223,6.3209e-21,1.19721e-19,6.3209e-21,6.08741e-28
0.2083791379,6.34047e-21,1.19543e-19,6.34047e-21,3.37454e-28
0.2084888111,6.36007e-21,1.19365e-19,6.36007e-21,5.45874e-28
0.208598542,6.37972e-21,1.19187e-19,6.37972e-21,5.62177e-28
0.2087083307,6.39941e-21,1.1901e-19,6.39941e-21,4.89353e-28
0.2088181772,6.41915e-21,1.18833e-19,6.41915e-21,6.06052e-28
0.2089280815,6.43893e-21,1.18657e-19,6.43893e-21,8.29717e-28
0.2090380437,6.45875e-21,1.1848e-19,6.45875e-21,1.14109e-27
0.2091480637,6.47862e-21,1.18304e-19,6.47862e-21,1.48134e-27
0.2092581416,6.49853e-21,1.18129e-19,6.49853e-21,1.96723e-27
0.2093682775,6.51848e-21,1.17953e-19,6.51848e-21,2.48246e-27
0.2094784713,6.53848e-21,1.17778e-19,6.53847e-21,3.14299e-27
0.2095887232,6.55852e-21,1.17604e-19,6.55851e-21,4.16483e-27
0.209699033,6.5786e-21,1.17429e-19,6.5786e-21,4.84672e-27
0.2098094009,6.59873e-21,1.17255e-19,6.59872e-21,4.56717e-27
0.2099198269,6.6189e-21,1.17082e-19,6.61889e-21,2.14678e-27
0.210030311,6.63911e-21,1.16908e-19,6.63911e-21,1.80775e-27
0.2101408533,6.65937e-21,1.16735e-19,6.65937e-21,1.4122e-27
0.2102514538,6.67967e-21,1.16562e-19,6.67967e-21,1.40589e-27
0.2103621124,6.70002e-21,1.1639e-19,6.70001e-21,2.00108e-27
0.2104728293,6.72041e-21,1.16217e-19,6.7204e-21,2.59752e-27
0.2105836045,6.74084e-21,1.16045e-19,6.74084e-21,3.05798e-27
0.210694438,6.76132e-21,1.15874e-19,6.76131e-21,3.75801e-27
0.2108053298,6.78184e-21,1.15702e-19,6.78183e-21,4.28624e-27
0.21091628,6.8024e-21,1.15531e-19,6.8024e-21,4.84968e-27
0.2110272885,6.82301e-21,1.15361e-19,6.82301e-21,5.76105e-27
0.2111383555,6.84367e-21,1.1519e-19,6.84366e-21,7.07816e-27
0.211249481,6.86436e-21,1.1502e-19,6.86436e-21,7.88204e-27
