wavelength_(um),star_planet_signal_(erg/s/cm2),noise_(erg/s/cm2),stellar_signal_(erg/s/cm2),planet_signal_(erg/s/cm2)
0.2,2.76538e-25,1.12439e-19,2.76537e-25,1.00244e-31
0.2001052632,2.83697e-25,1.12267e-19,2.83697e-25,9.90738e-32
0.2002105817,3.48519e-25,1.12095e-19,3.48519e-25,1.1672e-31
0.2003159557,2.97205e-25,1.11924e-19,2.97205e-25,3.52067e-32
0.2004213852,2.82078e-25,1.11754e-19,2.82078e-25,0.0
0.2005268701,3.54499e-25,1.11583e-19,3.54499e-25,2.50241e-35
0.2006324106,2.56545e-25,1.11413e-19,2.56545e-25,6.24571e-35
0.2007380066,2.55504e-25,1.11243e-19,2.55504e-25,6.1466e-35
0.2008436581,3.26083e-25,1.11074e-19,3.26083e-25,9.84265e-35
0.2009493653,2.85712e-25,1.10905e-19,2.85712e-25,1.17706e-34
0.2010551282,3.30344e-25,1.10736e-19,3.30344e-25,3.84623e-34
0.2011609466,2.86562e-25,1.10567e-19,2.86562e-25,1.08021e-33
0.2012668208,3.81446e-25,1.10399e-19,3.81446e-25,2.54131e-33
0.2013727507,3.05253e-25,1.10231e-19,3.05253e-25,3.96871e-33
0.2014787364,3.32886e-25,1.10063e-19,3.32886e-25,7.99692e-33
0.2015847778,3.43707e-25,1.09896e-19,3.43707e-25,1.87529e-32
0.2016908751,3.32964e-25,1.09729e-19,3.32964e-25,2.26923e-32
0.2017970282,3.25934e-25,1.09562e-19,3.25934e-25,6.65359e-33
0.2019032371,3.58174e-25,1.09396e-19,3.58174e-25,1.89905e-33
0.202009502,3.46721e-25,1.0923e-19,3.46721e-25,1.62917e-33
0.2021158228,3.01297e-25,1.09064e-19,3.01297e-25,7.36564e-35
0.2022221995,2.76169e-25,1.08898e-19,2.76169e-25,7.17286e-35
0.2023286323,2.86918e-25,1.08733e-19,2.86918e-25,9.95097e-34
0.202435121,3.16986e-25,1.08568e-19,3.16986e-25,3.85068e-33
0.2025416658,2.86065e-25,1.08403e-19,2.86065e-25,8.82656e-33
0.2026482667,1.19451e-25,1.08239e-19,1.19451e-25,1.00038e-32
0.2027549237,3.17118e-25,1.08075e-19,3.17118e-25,2.46321e-32
0.2028616368,3.0595e-25,1.07911e-19,3.0595e-25,4.98821e-32
0.2029684061,3.19968e-25,1.07748e-19,3.19967e-25,9.0996e-32
0.2030752316,3.72264e-25,1.07585e-19,3.72264e-25,1.91091e-31
0.2031821133,3.90687e-25,1.07422e-19,3.90687e-25,2.87989e-31
