wavelength_(um),star_planet_signal_(erg/s/cm2),noise_(erg/s/cm2),stellar_signal_(erg/s/cm2),planet_signal_(erg/s/cm2)
0.2,1.11765e-21,3.27885e-19,1.11765e-21,2.17989e-29
0.2001052632,1.12175e-21,3.27384e-19,1.12175e-21,7.00502e-30
0.2002105817,1.12645e-21,3.26885e-19,1.12645e-21,6.25491e-30
0.2003159557,1.13117e-21,3.26386e-19,1.13117e-21,1.40719e-30
0.2004213852,1.13591e-21,3.25888e-19,1.13591e-21,0.0
0.2005268701,1.14066e-21,3.25391e-19,1.14066e-21,1.73313e-35
0.2006324106,1.14543e-21,3.24895e-19,1.14543e-21,4.43513e-35
0.2007380066,1.15022e-21,3.244e-19,1.15022e-21,1.42824e-35
0.2008436581,1.15502e-21,3.23906e-19,1.15502e-21,9.82535e-36
0.2009493653,1.15984e-21,3.23413e-19,1.15984e-21,8.94224e-36
0.2010551282,1.16467e-21,3.22921e-19,1.16467e-21,3.5817e-35
0.2011609466,1.16953e-21,3.22429e-19,1.16953e-21,2.02577e-34
0.2012668208,1.17439e-21,3.21939e-19,1.17439e-21,7.6155e-34
0.2013727507,1.17928e-21,3.21449e-19,1.17928e-21,3.14893e-33
0.2014787364,1.18418e-21,3.2096e-19,1.18418e-21,1.54914e-32
0.2015847778,1.18909e-21,3.20472e-19,1.18909e-21,7.49396e-32
0.2016908751,1.19403e-21,3.19985e-19,1.19403e-21,1.6715e-31
0.2017970282,1.19897e-21,3.19499e-19,1.19897e-21,6.05571e-32
0.2019032371,1.20394e-21,3.19014e-19,1.20394e-21,2.26324e-32
0.202009502,1.20892e-21,3.1853e-19,1.20892e-21,2.70207e-32
0.2021158228,1.21392e-21,3.18046e-19,1.21392e-21,1.26476e-33
0.2022221995,1.21894e-21,3.17564e-19,1.21894e-21,1.74185e-33
0.2023286323,1.22397e-21,3.17082e-19,1.22397e-21,4.21028e-32
0.202435121,1.22902e-21,3.16601e-19,1.22902e-21,2.17582e-31
0.2025416658,1.23409e-21,3.16122e-19,1.23409e-21,7.91002e-31
0.2026482667,1.23917e-21,3.15643e-19,1.23917e-21,1.66469e-30
0.2027549237,1.24427e-21,3.15164e-19,1.24427e-21,2.86245e-30
0.2028616368,1.24938e-21,3.14687e-19,1.24938e-21,6.81254e-30
0.2029684061,1.25452e-21,3.14211e-19,1.25452e-21,1.37859e-29
0.2030752316,1.25967e-21,3.13735e-19,1.25967e-21,2.94532e-29
