wavelength_(um),star_planet_signal_(erg/s/cm2),noise_(erg/s/cm2),stellar_signal_(erg/s/cm2),planet_signal_(erg/s/cm2)
0.2,8.99771e-23,1.1903e-18,8.99753e-23,1.77994e-27
0.2001052632,8.46125e-23,1.18848e-18,8.4611e-23,1.44388e-27
0.2002105817,1.43689e-22,1.18667e-18,1.43687e-22,2.04805e-27
0.2003159557,1.01422e-22,1.18486e-18,1.01421e-22,1.17397e-27
0.2004213852,8.90633e-23,1.18305e-18,8.90628e-23,4.65984e-28
0.2005268701,1.30914e-22,1.18124e-18,1.30913e-22,5.03526e-28
0.2006324106,9.48881e-23,1.17944e-18,9.48877e-23,3.95775e-28
0.2007380066,7.67562e-23,1.17764e-18,7.67559e-23,3.02795e-28
0.2008436581,1.06827e-22,1.17585e-18,1.06827e-22,3.63848e-28
0.2009493653,1.01522e-22,1.17406e-18,1.01521e-22,3.6157e-28
0.2010551282,1.17443e-22,1.17227e-18,1.17443e-22,4.24176e-28
0.2011609466,7.84582e-23,1.17049e-18,7.84578e-23,3.99922e-28
0.2012668208,1.39601e-22,1.16871e-18,1.396e-22,6.351e-28
0.2013727507,9.79189e-23,1.16693e-18,9.79183e-23,5.82948e-28
0.2014787364,1.16908e-22,1.16515e-18,1.16907e-22,7.42013e-28
0.2015847778,1.24585e-22,1.16338e-18,1.24584e-22,9.50106e-28
0.2016908751,1.26373e-22,1.16161e-18,1.26372e-22,1.04619e-27
0.2017970282,9.69401e-23,1.15985e-18,9.69393e-23,8.18687e-28
0.2019032371,1.29209e-22,1.15809e-18,1.29208e-22,8.83609e-28
0.202009502,1.24129e-22,1.15633e-18,1.24128e-22,8.77357e-28
0.2021158228,9.98687e-23,1.15457e-18,9.98681e-23,5.75226e-28
0.2022221995,8.25649e-23,1.15282e-18,8.25644e-23,4.67534e-28
0.2023286323,8.67151e-23,1.15107e-18,8.67145e-23,6.74757e-28
0.202435121,1.05204e-22,1.14933e-18,1.05203e-22,9.53866e-28
0.2025416658,9.9143e-23,1.14758e-18,9.9142e-23,1.03084e-27
0.2026482667,4.35127e-23,1.14584e-18,4.35119e-23,7.77961e-28
0.2027549237,1.1058e-22,1.14411e-18,1.10579e-22,1.37048e-27
0.2028616368,9.72644e-23,1.14237e-18,9.72629e-23,1.51815e-27
0.2029684061,9.35792e-23,1.14064e-18,9.35775e-23,1.70517e-27
0.2030752316,1.23882e-22,1.13892e-18,1.23879e-22,2.57393e-27
0.2031821133,1.49906e-22,1.13719e-18,1.49903e-22,3.36015e-27
0.2032890512,1.44614e-22,1.13547e-18,1.4461e-22,3.55149e-27
0.2033960455,9.33261e-23,1.13375e-18,9.33241e-23,1.97975e-27
0.203503096,1.27483e-22,1.13204e-18,1.27482e-22,9.25624e-28
0.2036102029,1.48408e-22,1.13033e-18,1.48407e-22,8.21092e-28
0.2037173662,1.37625e-22,1.12862e-18,1.37624e-22,1.02607e-27
0.2038245858,1.30522e-22,1.12692e-18,1.30521e-22,1.08674e-27
0.2039318619,1.02529e-22,1.12521e-18,1.02528e-22,1.10664e-27
0.2040391945,1.27384e-22,1.12352e-18,1.27383e-22,1.30687e-27
0.2041465835,1.20729e-22,1.12182e-18,1.20728e-22,1.38334e-27
0.2042540291,1.62007e-22,1.12013e-18,1.62005e-22,1.58639e-27
0.2043615312,1.38813e-22,1.11844e-18,1.38811e-22,1.18391e-27
0.2044690899,1.48741e-22,1.11675e-18,1.4874e-22,9.78665e-28
0.2045767052,1.56815e-22,1.11507e-18,1.56814e-22,9.68325e-28
0.2046843772,1.8013e-22,1.11339e-18,1.80129e-22,1.05725e-27
0.2047921058,1.60839e-22,1.11171e-18,1.60838e-22,9.6983e-28
0.2048998911,1.40435e-22,1.11003e-18,1.40435e-22,7.69923e-28
0.2050077332,1.327e-22,1.10836e-18,1.32699e-22,6.02308e-28
0.205115632,1.37755e-22,1.10669e-18,1.37755e-22,6.12359e-28
0.2052235876,1.59396e-22,1.10503e-18,1.59396e-22,6.60126e-28
0.2053316,1.46121e-22,1.10337e-18,1.4612e-22,7.08286e-28
0.2054396693,1.58194e-22,1.10171e-18,1.58193e-22,1.00932e-27
0.2055477954,1.44928e-22,1.10005e-18,1.44927e-22,1.2152e-27
0.2056559784,1.31696e-22,1.0984e-18,1.31695e-22,1.39874e-27
0.2057642184,1.63811e-22,1.09675e-18,1.63809e-22,1.98256e-27
0.2058725154,1.38669e-22,1.0951e-18,1.38666e-22,2.09968e-27
0.2059808694,1.77532e-22,1.09345e-18,1.7753e-22,2.65862e-27
0.2060892803,1.47795e-22,1.09181e-18,1.47793e-22,2.80703e-27
0.2061977484,1.30713e-22,1.09017e-18,1.3071e-22,2.96797e-27
0.2063062735,1.36417e-22,1.08854e-18,1.36414e-22,3.46684e-27
0.2064148558,1.6091e-22,1.08691e-18,1.60905e-22,4.47974e-27
0.2065234952,1.64746e-22,1.08528e-18,1.64743e-22,3.85897e-27
0.2066321917,1.1993e-22,1.08365e-18,1.19929e-22,1.35851e-27
0.2067409455,1.65307e-22,1.08202e-18,1.65306e-22,1.04355e-27
0.2068497565,1.50016e-22,1.0804e-18,1.50015e-22,1.05562e-27
0.2069586248,1.49427e-22,1.07878e-18,1.49426e-22,1.41464e-27
0.2070675504,1.81875e-22,1.07717e-18,1.81873e-22,1.96985e-27
0.2071765333,2.08026e-22,1.07556e-18,2.08024e-22,2.63138e-27
0.2072855736,1.79457e-22,1.07395e-18,1.79454e-22,2.82286e-27
0.2073946713,1.87531e-22,1.07234e-18,1.87528e-22,3.33569e-27
0.2075038264,1.79086e-22,1.07074e-18,1.79082e-22,3.89411e-27
0.2076130389,2.01599e-22,1.06914e-18,2.01594e-22,4.9357e-27
0.2077223089,2.12404e-22,1.06754e-18,2.12399e-22,5.87645e-27
0.2078316365,1.84123e-22,1.06594e-18,1.84117e-22,5.64631e-27
