wavelength_(um),star_planet_signal_(erg/s/cm2),noise_(erg/s/cm2),stellar_signal_(erg/s/cm2),planet_signal_(erg/s/cm2)
0.2,2.38101e-26,2.05402e-19,2.38099e-26,1.79745e-31
0.2001052632,2.44633e-26,2.05088e-19,2.44631e-26,2.07475e-31
0.2002105817,3.00982e-26,2.04775e-19,3.0098e-26,2.51408e-31
0.2003159557,2.57052e-26,2.04463e-19,2.57051e-26,1.15362e-31
0.2004213852,2.44334e-26,2.04151e-19,2.44334e-26,4.7426e-33
0.2005268701,3.07527e-26,2.0384e-19,3.07527e-26,4.46482e-33
0.2006324106,2.22886e-26,2.03529e-19,2.22886e-26,7.46791e-33
0.2007380066,2.22315e-26,2.03219e-19,2.22315e-26,8.65866e-33
0.2008436581,2.84152e-26,2.02909e-19,2.84151e-26,1.32184e-32
0.2009493653,2.49345e-26,2.026e-19,2.49345e-26,1.47727e-32
0.2010551282,2.88728e-26,2.02291e-19,2.88728e-26,2.73008e-32
0.2011609466,2.50837e-26,2.01983e-19,2.50837e-26,4.25189e-32
0.2012668208,3.34392e-26,2.01676e-19,3.34391e-26,6.68373e-32
0.2013727507,2.67999e-26,2.01369e-19,2.67998e-26,7.06843e-32
0.2014787364,2.92697e-26,2.01063e-19,2.92696e-26,9.17667e-32
0.2015847778,3.02663e-26,2.00757e-19,3.02661e-26,1.32996e-31
0.2016908751,2.93641e-26,2.00452e-19,2.93639e-26,1.33638e-31
0.2017970282,2.8787e-26,2.00148e-19,2.87869e-26,6.17623e-32
0.2019032371,3.16816e-26,1.99844e-19,3.16816e-26,3.27111e-32
0.202009502,3.07143e-26,1.9954e-19,3.07143e-26,2.83205e-32
0.2021158228,2.67302e-26,1.99237e-19,2.67302e-26,6.68208e-33
0.2022221995,2.45374e-26,1.98935e-19,2.45374e-26,4.79897e-33
0.2023286323,2.55304e-26,1.98633e-19,2.55304e-26,1.80253e-32
0.202435121,2.82479e-26,1.98332e-19,2.82478e-26,3.71409e-32
0.2025416658,2.55303e-26,1.98031e-19,2.55303e-26,5.23715e-32
0.2026482667,1.06764e-26,1.97731e-19,1.06764e-26,4.46321e-32
0.2027549237,2.83859e-26,1.97431e-19,2.83858e-26,9.01754e-32
0.2028616368,2.7427e-26,1.97132e-19,2.74268e-26,1.31984e-31
0.2029684061,2.87262e-26,1.96834e-19,2.8726e-26,1.87376e-31
0.2030752316,3.34709e-26,1.96536e-19,3.34706e-26,3.0168e-31
0.2031821133,3.51796e-26,1.96238e-19,3.51792e-26,3.96444e-31
0.2032890512,3.71197e-26,1.95941e-19,3.71192e-26,5.00809e-31
0.2033960455,2.63773e-26,1.95645e-19,2.6377e-26,2.29032e-31
0.203503096,3.38695e-26,1.95349e-19,3.38695e-26,2.70733e-32
0.2036102029,3.64244e-26,1.95054e-19,3.64244e-26,5.51422e-33
0.2037173662,3.59039e-26,1.94759e-19,3.59039e-26,1.8093e-32
0.2038245858,3.65457e-26,1.94465e-19,3.65457e-26,3.30888e-32
