wavelength_(um),star_planet_signal_(erg/s/cm2),noise_(erg/s/cm2),stellar_signal_(erg/s/cm2),planet_signal_(erg/s/cm2)
0.2,5.50049e-25,3.8757e-19,5.50044e-25,4.6029e-30
0.2001052632,5.64549e-25,3.86978e-19,5.64546e-25,3.47814e-30
0.2002105817,6.93864e-25,3.86387e-19,6.9386e-25,3.79235e-30
0.2003159557,5.91974e-25,3.85797e-19,5.91972e-25,1.99583e-30
0.2004213852,5.62101e-25,3.85209e-19,5.62101e-25,3.35336e-31
0.2005268701,7.06743e-25,3.84621e-19,7.06742e-25,2.30097e-31
0.2006324106,5.11693e-25,3.84035e-19,5.11693e-25,1.77407e-31
0.2007380066,5.09851e-25,3.8345e-19,5.09851e-25,1.25945e-31
0.2008436581,6.50989e-25,3.82865e-19,6.50989e-25,1.31534e-31
0.2009493653,5.70655e-25,3.82282e-19,5.70655e-25,1.17206e-31
0.2010551282,6.60103e-25,3.817e-19,6.60103e-25,1.66991e-31
0.2011609466,5.7288e-25,3.81119e-19,5.7288e-25,2.37637e-31
0.2012668208,7.62917e-25,3.80539e-19,7.62917e-25,3.9291e-31
0.2013727507,6.10807e-25,3.7996e-19,6.10806e-25,4.80856e-31
0.2014787364,6.66406e-25,3.79382e-19,6.66405e-25,7.23744e-31
0.2015847778,6.88383e-25,3.78805e-19,6.88382e-25,1.11064e-30
0.2016908751,6.67173e-25,3.7823e-19,6.67172e-25,1.35848e-30
0.2017970282,6.53387e-25,3.77655e-19,6.53386e-25,1.0952e-30
0.2019032371,7.18345e-25,3.77081e-19,7.18344e-25,1.00374e-30
0.202009502,6.95694e-25,3.76509e-19,6.95693e-25,1.02649e-30
0.2021158228,6.04826e-25,3.75937e-19,6.04826e-25,5.44155e-31
0.2022221995,5.54638e-25,3.75367e-19,5.54637e-25,4.68274e-31
0.2023286323,5.7649e-25,3.74797e-19,5.76489e-25,9.88483e-31
0.202435121,6.37194e-25,3.74229e-19,6.37193e-25,1.57428e-30
0.2025416658,5.75301e-25,3.73661e-19,5.75299e-25,1.86829e-30
0.2026482667,2.40335e-25,3.73095e-19,2.40334e-25,1.47724e-30
0.2027549237,6.38333e-25,3.72529e-19,6.3833e-25,2.83043e-30
0.2028616368,6.16135e-25,3.71965e-19,6.16131e-25,3.67871e-30
0.2029684061,6.44658e-25,3.71402e-19,6.44654e-25,4.71997e-30
0.2030752316,7.50365e-25,3.70839e-19,7.50359e-25,6.7473e-30
0.2031821133,7.8786e-25,3.70278e-19,7.87852e-25,8.16339e-30
0.2032890512,8.30458e-25,3.69718e-19,8.30448e-25,9.35172e-30
0.2033960455,5.89519e-25,3.69159e-19,5.89514e-25,5.16827e-30
0.203503096,7.56193e-25,3.68601e-19,7.56191e-25,1.30661e-30
0.2036102029,8.12401e-25,3.68043e-19,8.12401e-25,7.45109e-31
0.2037173662,7.99974e-25,3.67487e-19,7.99972e-25,1.35393e-30
0.2038245858,8.1344e-25,3.66932e-19,8.13438e-25,1.76478e-30
0.2039318619,6.60827e-25,3.66378e-19,6.60825e-25,2.11313e-30
0.2040391945,7.56014e-25,3.65825e-19,7.56012e-25,2.43504e-30
0.2041465835,7.66001e-25,3.65272e-19,7.65998e-25,2.72337e-30
0.2042540291,8.82393e-25,3.64721e-19,8.8239e-25,2.61589e-30
0.2043615312,8.10556e-25,3.64171e-19,8.10554e-25,1.661e-30
0.2044690899,8.4399e-25,3.63622e-19,8.43989e-25,1.04689e-30
0.2045767052,8.66396e-25,3.63074e-19,8.66395e-25,9.10587e-31
0.2046843772,9.29054e-25,3.62526e-19,9.29053e-25,9.51888e-31
0.2047921058,8.70532e-25,3.6198e-19,8.70531e-25,8.87899e-31
0.2048998911,8.28907e-25,3.61435e-19,8.28907e-25,6.63043e-31
0.2050077332,8.22707e-25,3.60891e-19,8.22706e-25,4.19629e-31
0.205115632,8.61649e-25,3.60347e-19,8.61649e-25,4.14243e-31
0.2052235876,8.86649e-25,3.59805e-19,8.86648e-25,3.98183e-31
0.2053316,8.73584e-25,3.59264e-19,8.73583e-25,5.42357e-31
0.2054396693,9.24533e-25,3.58723e-19,9.24532e-25,1.18515e-30
0.2055477954,9.32491e-25,3.58184e-19,9.32489e-25,2.00974e-30
0.2056559784,8.60928e-25,3.57646e-19,8.60926e-25,2.75474e-30
0.2057642184,9.75652e-25,3.57108e-19,9.75648e-25,4.21464e-30
0.2058725154,8.85384e-25,3.56572e-19,8.8538e-25,4.79702e-30
0.2059808694,9.82828e-25,3.56036e-19,9.82822e-25,5.89438e-30
0.2060892803,8.57049e-25,3.55502e-19,8.57042e-25,7.02814e-30
0.2061977484,8.97526e-25,3.54968e-19,8.97517e-25,9.03834e-30
0.2063062735,9.22779e-25,3.54435e-19,9.22768e-25,1.08145e-29
0.2064148558,9.75524e-25,3.53904e-19,9.75511e-25,1.31052e-29
0.2065234952,9.36418e-25,3.53373e-19,9.36408e-25,1.03678e-29
0.2066321917,8.33415e-25,3.52843e-19,8.33412e-25,2.89313e-30
0.2067409455,9.85988e-25,3.52314e-19,9.85986e-25,1.42564e-30
0.2068497565,9.56568e-25,3.51786e-19,9.56567e-25,1.5207e-30
0.2069586248,9.17983e-25,3.51259e-19,9.17981e-25,2.52772e-30
0.2070675504,1.0214e-24,3.50733e-19,1.0214e-24,3.66708e-30
0.2071765333,1.11078e-24,3.50208e-19,1.11078e-24,5.22539e-30
0.2072855736,1.02562e-24,3.49684e-19,1.02561e-24,6.37574e-30
0.2073946713,1.07616e-24,3.49161e-19,1.07615e-24,8.15033e-30
0.2075038264,1.05493e-24,3.48639e-19,1.05492e-24,1.02515e-29
0.2076130389,1.15089e-24,3.48117e-19,1.15087e-24,1.31305e-29
0.2077223089,1.15449e-24,3.47597e-19,1.15448e-24,1.56195e-29
0.2078316365,1.08847e-24,3.47078e-19,1.08845e-24,1.5829e-29
0.2079410216,1.28612e-24,3.46559e-19,1.2861e-24,1.7118e-29
0.2080504642,1.19989e-24,3.46041e-19,1.19987e-24,1.61062e-29
0.2081599644,1.19049e-24,3.45525e-19,1.19048e-24,8.87362e-30
0.2082695223,1.2562e-24,3.45009e-19,1.2562e-24,1.61263e-30
0.2083791379,1.28902e-24,3.44494e-19,1.28902e-24,6.76222e-31
0.2084888111,9.8934e-25,3.4398e-19,9.89338e-25,1.11907e-30
0.208598542,1.27222e-24,3.43467e-19,1.27222e-24,1.39164e-30
0.2087083307,1.51342e-24,3.42955e-19,1.51342e-24,1.4463e-30
0.2088181772,1.2485e-24,3.42444e-19,1.2485e-24,1.78141e-30
0.2089280815,1.42436e-24,3.41933e-19,1.42436e-24,2.96441e-30
0.2090380437,1.62697e-24,3.41424e-19,1.62697e-24,4.85178e-30
0.2091480637,1.44447e-24,3.40916e-19,1.44447e-24,6.19549e-30
0.2092581416,1.50839e-24,3.40408e-19,1.50838e-24,8.93018e-30
0.2093682775,1.78897e-24,3.39901e-19,1.78896e-24,1.28725e-29
0.2094784713,1.39982e-24,3.39395e-19,1.39981e-24,1.48453e-29
0.2095887232,1.78489e-24,3.3889e-19,1.78487e-24,2.43878e-29
0.209699033,1.88739e-24,3.38386e-19,1.88736e-24,3.26302e-29
0.2098094009,2.63211e-24,3.37883e-19,2.63207e-24,3.61088e-29
0.2099198269,1.95124e-24,3.37381e-19,1.95123e-24,1.04658e-29
0.210030311,1.90328e-24,3.3688e-19,1.90327e-24,7.82218e-30
0.2101408533,1.97781e-24,3.36379e-19,1.97781e-24,5.98864e-30
0.2102514538,3.3667e-24,3.3588e-19,3.36669e-24,8.37078e-30
0.2103621124,2.01771e-24,3.35381e-19,2.0177e-24,9.94058e-30
0.2104728293,2.85088e-24,3.34883e-19,2.85087e-24,1.78221e-29
0.2105836045,3.53219e-24,3.34386e-19,3.53216e-24,2.42928e-29
0.210694438,1.6251e-24,3.3389e-19,1.62508e-24,1.96631e-29
0.2108053298,2.96652e-24,3.33395e-19,2.96648e-24,3.1166e-29
0.21091628,1.294e-24,3.32901e-19,1.29398e-24,2.45529e-29
0.2110272885,2.4684e-24,3.32407e-19,2.46836e-24,4.24452e-29
0.2111383555,2.7918e-24,3.31915e-19,2.79174e-24,6.77651e-29
0.211249481,3.91918e-24,3.31423e-19,3.91908e-24,1.01426e-28
0.2113606649,2.58775e-24,3.30932e-19,2.58767e-24,8.4512e-29
0.2114719074,2.4893e-24,3.30442e-19,2.48923e-24,6.99331e-29
0.2115832084,2.05182e-24,3.29953e-19,2.0518e-24,2.82935e-29
0.2116945679,3.1511e-24,3.29465e-19,3.15108e-24,1.10621e-29
0.2118059861,3.72978e-24,3.28977e-19,3.72977e-24,1.31641e-29
0.211917463,2.59512e-24,3.28491e-19,2.59511e-24,1.35641e-29
0.2120289985,3.59017e-24,3.28005e-19,3.59015e-24,1.7616e-29
0.2121405927,3.45727e-24,3.2752e-19,3.45725e-24,1.5743e-29
0.2122522456,2.80697e-24,3.27036e-19,2.80696e-24,1.21628e-29
0.2123639573,1.99141e-24,3.26553e-19,1.9914e-24,1.1162e-29
0.2124757278,1.14688e-24,3.26071e-19,1.14688e-24,9.68803e-30
0.2125875572,2.47512e-24,3.25589e-19,2.4751e-24,1.66313e-29
0.2126994454,3.14471e-24,3.25109e-19,3.14469e-24,1.97053e-29
0.2128113924,2.91509e-24,3.24629e-19,2.91507e-24,2.38076e-29
0.2129233984,3.49452e-24,3.2415e-19,3.49448e-24,3.61325e-29
0.2130354634,2.63623e-24,3.23672e-19,2.63619e-24,4.00725e-29
0.2131475873,3.64417e-24,3.23195e-19,3.64412e-24,4.78828e-29
0.2132597703,3.18669e-24,3.22718e-19,3.18666e-24,2.70728e-29
0.2133720122,3.94127e-24,3.22242e-19,3.94125e-24,2.22437e-29
0.2134843133,3.02232e-24,3.21768e-19,3.02231e-24,1.5712e-29
0.2135966735,3.19645e-24,3.21294e-19,3.19643e-24,1.83577e-29
0.2137090928,3.7752e-24,3.20821e-19,3.77518e-24,2.71226e-29
0.2138215712,4.00379e-24,3.20348e-19,4.00376e-24,3.47716e-29
0.2139341089,2.7084e-24,3.19877e-19,2.70837e-24,3.379e-29
0.2140467058,2.60438e-24,3.19406e-19,2.60434e-24,3.46863e-29
0.214159362,4.15354e-24,3.18936e-19,4.1535e-24,4.76192e-29
0.2142720774,3.66513e-24,3.18467e-19,3.66508e-24,5.56941e-29
0.2143848522,4.79075e-24,3.17999e-19,4.79066e-24,9.10649e-29
0.2144976863,3.8882e-24,3.17532e-19,3.8881e-24,1.0355e-28
0.2146105798,3.38202e-24,3.17065e-19,3.38192e-24,1.00389e-28
0.2147235328,3.295e-24,3.16599e-19,3.29489e-24,1.05355e-28
0.2148365452,3.12133e-24,3.16134e-19,3.12121e-24,1.17988e-28
0.214949617,3.10684e-24,3.1567e-19,3.10675e-24,9.00289e-29
0.2150627484,3.45081e-24,3.15174e-19,3.45078e-24,3.90393e-29
0.2151759393,2.38954e-24,3.14652e-19,2.38952e-24,1.84622e-29
0.2152891898,3.7692e-24,3.14132e-19,3.76918e-24,2.66088e-29
0.2154024999,4.12635e-24,3.13612e-19,4.1263e-24,4.49915e-29
0.2155158697,4.07329e-24,3.13094e-19,4.07323e-24,5.92652e-29
0.2156292991,3.76625e-24,3.12576e-19,3.76619e-24,5.92963e-29
0.2157427882,3.83287e-24,3.1206e-19,3.8328e-24,6.3101e-29
0.215856337,2.91712e-24,3.11544e-19,2.91706e-24,6.16578e-29
0.2159699456,2.66548e-24,3.1103e-19,2.66541e-24,6.81264e-29
0.216083614,4.19577e-24,3.10517e-19,4.19566e-24,1.04284e-28
0.2161973422,3.27699e-24,3.10005e-19,3.27691e-24,8.44133e-29
0.2163111303,4.37198e-24,3.09494e-19,4.37189e-24,9.10955e-29
0.2164249783,3.30591e-24,3.08984e-19,3.30583e-24,7.99513e-29
0.2165388861,3.37265e-24,3.08475e-19,3.37256e-24,9.06518e-29
0.216652854,3.05882e-24,3.07967e-19,3.05875e-24,6.7072e-29
0.2167668818,1.9108e-24,3.0746e-19,1.91078e-24,2.48863e-29
0.2168809696,2.95823e-24,3.06954e-19,2.95821e-24,2.14204e-29
0.2169951175,3.68894e-24,3.06449e-19,3.68891e-24,2.50599e-29
0.2171093255,4.35899e-24,3.05946e-19,4.35896e-24,3.1458e-29
0.2172235935,3.5405e-24,3.05443e-19,3.54046e-24,3.55025e-29
0.2173379217,3.53155e-24,3.04941e-19,3.5315e-24,4.7348e-29
0.2174523101,3.47658e-24,3.0444e-19,3.47651e-24,6.87396e-29
0.2175667587,3.85228e-24,3.03941e-19,3.85219e-24,9.73175e-29
0.2176812675,4.42871e-24,3.03442e-19,4.42859e-24,1.18015e-28
0.2177958366,2.57348e-24,3.02944e-19,2.5734e-24,8.80383e-29
0.217910466,2.26799e-24,3.02448e-19,2.2679e-24,9.44791e-29
0.2180251557,3.50919e-24,3.01952e-19,3.50907e-24,1.27724e-28
0.2181399058,4.50204e-24,3.01458e-19,4.50187e-24,1.71664e-28
0.2182547163,4.71313e-24,3.00964e-19,4.7129e-24,2.24352e-28
0.2183695872,4.78146e-24,3.00471e-19,4.78118e-24,2.75129e-28
0.2184845185,3.7449e-24,2.9998e-19,3.74472e-24,1.80015e-28
0.2185995104,4.37538e-24,2.99489e-19,4.37529e-24,8.72772e-29
0.2187145628,2.74647e-24,2.99e-19,2.74644e-24,3.06003e-29
0.2188296757,3.8884e-24,2.98511e-19,3.88836e-24,4.08887e-29
0.2189448492,4.96107e-24,2.98023e-19,4.961e-24,6.66335e-29
0.2190600833,4.6944e-24,2.97537e-19,4.6943e-24,9.48094e-29
0.2191753781,3.61297e-24,2.97051e-19,3.61287e-24,9.67661e-29
0.2192907336,3.87621e-24,2.96567e-19,3.87611e-24,1.05183e-28
