train_loss,val_loss
0.08800866422359295,0.02814608942276688
0.04125952077248404,0.012939659801301776
0.03367621976796383,0.0162071363147228
0.029110592474929198,0.019270081707546786
0.02554869359367729,0.010860989993858722
0.02362980234183474,0.0075811199413272
0.022315726598492965,0.010049902584844379
0.020548146413081253,0.007982023910729476
0.01972791028874261,0.01628556694715254
0.0187756236307838,0.006092842642257931
0.01783241644862198,0.006396020957298817
0.01732960484904765,0.0063023986311889785
0.016972569361294744,0.004177544361120591
0.01665767569558412,0.005014712168404492
0.016192210167474734,0.005065870403402274
0.015952824910561884,0.004828684664461561
0.015776797275011717,0.004180679923344043
0.015244510483666224,0.006284205533804432
0.014781990858988004,0.003604289040229814
0.014539016681264073,0.0034738504019395638
0.014203165081685863,0.004695131914209455
0.014010241496020473,0.005103561806802949
0.013972015708066901,0.003325037541649034
0.013801948106783327,0.003956756871894643
0.013708377489948877,0.007322713021309145
0.013566263428790503,0.004781058758437153
0.013256324594883325,0.004744754728851139
0.013186624513484091,0.0045603591386949825
0.012935283923616057,0.0039953504416650985
0.012936850607669848,0.0033717756780485314
0.012732415397733038,0.0032637001406801967
0.01282743249328867,0.004554600398987532
0.012565581505508742,0.0030389344286654266
0.012346523396396143,0.002727297696895817
0.01242721278357753,0.0027083820021480964
0.01220436809524413,0.004881801415955828
0.012170213265387418,0.0025607269271326963
0.012031816705409008,0.002740467774271164
0.011772555319017254,0.0032102604769170284
0.011766539590115647,0.0025631963002986165
0.011728100409808522,0.002619104639336627
0.011784034872144323,0.0028828988146157035
0.011473016637604907,0.002325235433495974
0.011359785389807505,0.002597976688656115
0.011444613021811307,0.003068939536028812
0.011552475958650563,0.0029993372465614027
0.011197157053079474,0.0032998160919755375
0.011180488388075532,0.0030467359354138697
0.011177061506577076,0.004711101279463819
0.010994229410101192,0.0028494618771978284
0.011068137549893923,0.0027752869410981092
0.010894631386695918,0.00249106445219568
0.010755891165769044,0.0023466078624609977
0.010709371673896016,0.0028335234497783965
0.01076298361257886,0.0021752164804286532
0.01061814823046258,0.0021120315377590477
0.010537324443047497,0.0021153655299736606
0.010427270583585248,0.0023201962676580234
0.010413020172495447,0.0018180380115205403
0.01046745241340679,0.0019933363171394476
0.010278103838970858,0.0021814604292833997
0.01034327324891832,0.003840216356379691
0.010239689234936018,0.0028542767653381954
0.010347988174773306,0.0021604776525649652
0.010116565070256659,0.0021262356425605475
0.010011727056436,0.0027643934302833133
0.010018163742969662,0.0015954134259773519
0.01003929264302696,0.0022610664851362666
0.009949237450716956,0.0015419908532852767
0.009735285226719171,0.0020141014148310947
0.009893761477197095,0.0021629208375409407
0.009696870992294928,0.00139754368357801
0.009702835955446767,0.002540774453851965
0.00972154258188152,0.0020246825205983334
0.009710807796859521,0.0016149133489897815
0.009718072507444615,0.0016106887671455581
0.00964398719078522,0.0018297190733894866
0.009558276735795533,0.001700418637464604
0.009451922746503957,0.001585463101434852
0.009435564251573679,0.0012380320825664105
0.009415779168533015,0.002289238888469915
0.009243500445141084,0.0017213405307222119
0.009256273838884544,0.0013721515789067232
0.009342509361696408,0.002606931418601063
0.009217457967694454,0.0012203155120494224
0.009151676377702143,0.0013066303394534576
0.009215270279464633,0.0013876886212176854
0.009101328981636856,0.0013895148609174035
0.009072025259141274,0.0019275573780259457
0.009028007245970212,0.0011374038636123621
0.008982781452654694,0.001159292614207633
0.008950318855830051,0.001306991848083193
0.009002165651369479,0.0014144426364431618
0.008820061200225408,0.0012550531830438363
0.008887215040469637,0.0012801246252912347
0.008770842587635401,0.001168969909645497
0.008734722594614677,0.0011526174816773624
0.008802817602242743,0.0010837552848932965
0.008706641818315203,0.0013330427949787469
0.00867630097002203,0.001288829767796141
0.0087417722158649,0.0011589838658028872
0.008649772631888566,0.00116845954114431
